unit-data\source.dat,unit-data\DMS.p=0.1.RC.de.len=3.dat,0.7041951558697416
unit-data\source.dat,unit-data\DMS.p=0.2.RC.de.len=3.dat,0.9043921659520222
unit-data\source.dat,unit-data\DMS.p=0.3.RC.de.len=3.dat,0.9658129563101171
unit-data\source.dat,unit-data\DMS.p=0.1.RC.de.len=5.dat,0.8512573878780856
unit-data\source.dat,unit-data\DMS.p=0.2.RC.de.len=5.dat,0.9656391238845753
unit-data\source.dat,unit-data\DMS.p=0.3.RC.de.len=5.dat,0.9895700544674934
unit-data\source.dat,unit-data\DMS.p=0.1.RC.de.len=7.dat,0.9204426932437131
unit-data\source.dat,unit-data\DMS.p=0.2.RC.de.len=7.dat,0.9839494727083092
unit-data\source.dat,unit-data\DMS.p=0.3.RC.de.len=7.dat,0.9943214740989686

unit-data\source.dat,unit-data\DMS.p=0.1.RC.de.len=3.dat,0.7030362730327964
unit-data\source.dat,unit-data\DMS.p=0.2.RC.de.len=3.dat,0.9101865801367481
unit-data\source.dat,unit-data\DMS.p=0.3.RC.de.len=3.dat,0.9674933364236875
unit-data\source.dat,unit-data\DMS.p=0.1.RC.de.len=5.dat,0.8537489859775177
unit-data\source.dat,unit-data\DMS.p=0.2.RC.de.len=5.dat,0.9647699617568664
unit-data\source.dat,unit-data\DMS.p=0.3.RC.de.len=5.dat,0.9893382779001043
unit-data\source.dat,unit-data\DMS.p=0.1.RC.de.len=7.dat,0.9185884807046008
unit-data\source.dat,unit-data\DMS.p=0.2.RC.de.len=7.dat,0.9858036852474215
unit-data\source.dat,unit-data\DMS.p=0.3.RC.de.len=7.dat,0.9943794182408159

